Date,Close/Last,Open,High,Low,Change ,Percentage
7/6/2022,3845.08,3831.98,3870.91,3809.37,13.1,0.342
7/5/2022,3831.39,3792.61,3832.19,3742.06,38.78,1.023
7/1/2022,3825.33,3781,3829.82,3752.1,44.33,1.172
06/30/2022,3785.38,3785.99,3818.99,3738.67,-0.61,-0.016
06/29/2022,3818.83,3825.09,3836.5,3799.02,-6.26,-0.164
06/28/2022,3821.55,3913,3945.86,3820.14,-91.45,-2.337
06/27/2022,3900.11,3920.76,3927.72,3889.66,-20.65,-0.527
06/24/2022,3911.74,3821.75,3913.65,3821.75,89.99,2.355
06/23/2022,3795.73,3774.71,3802.58,3743.52,21.02,0.557
06/22/2022,3759.89,3733.89,3801.79,3717.69,26,0.696
06/21/2022,3764.79,3715.31,3779.65,3715.31,49.48,1.332
06/17/2022,3674.84,3665.9,3707.71,3636.87,8.94,0.244
06/16/2022,3666.77,3728.18,3728.18,3639.77,-61.41,-1.647
06/15/2022,3789.99,3764.05,3837.56,3722.3,25.94,0.689
06/14/2022,3735.48,3763.52,3778.18,3705.68,-28.04,-0.745
06/13/2022,3749.63,3838.15,3838.15,3734.3,-88.52,-2.306
6/10/2022,3900.86,3974.39,3974.39,3900.16,-73.53,-1.85
6/9/2022,4017.82,4101.65,4119.1,4017.17,-83.83,-2.044
6/8/2022,4115.77,4147.12,4160.14,4107.2,-31.35,-0.756
6/7/2022,4160.68,4096.47,4164.86,4080.19,64.21,1.567
6/6/2022,4121.43,4134.72,4168.78,4109.18,-13.29,-0.321
6/3/2022,4108.54,4137.57,4142.67,4098.67,-29.03,-0.702
6/2/2022,4176.82,4095.41,4177.51,4074.37,81.41,1.988
6/1/2022,4101.23,4149.78,4166.54,4073.85,-48.55,-1.17
05/31/2022,4132.15,4151.09,4168.34,4104.88,-18.94,-0.456
05/27/2022,4158.24,4077.43,4158.49,4077.43,80.81,1.982
05/26/2022,4057.84,3984.6,4075.14,3984.6,73.24,1.838
05/25/2022,3978.73,3929.59,3999.33,3925.03,49.14,1.251
05/24/2022,3941.48,3942.94,3955.68,3875.13,-1.46,-0.037
05/23/2022,3973.75,3927.02,3981.88,3909.04,46.73,1.19
05/20/2022,3901.36,3927.76,3943.42,3810.32,-26.4,-0.672
05/19/2022,3900.79,3899,3945.96,3876.58,1.79,0.046
05/18/2022,3923.68,4051.98,4051.98,3911.91,-128.3,-3.166
05/17/2022,4088.85,4052,4090.72,4033.93,36.85,0.909
05/16/2022,4008.01,4013.02,4046.46,3983.99,-5.01,-0.125
05/13/2022,4023.89,3963.9,4038.88,3963.9,59.99,1.513
5/12/2022,3930.08,3903.95,3964.8,3858.87,26.13,0.669
5/11/2022,3935.18,3990.08,4049.09,3928.82,-54.9,-1.376
5/10/2022,4001.05,4035.18,4068.82,3958.17,-34.13,-0.846
5/9/2022,3991.24,4081.27,4081.27,3975.48,-90.03,-2.206
5/6/2022,4123.34,4128.17,4157.69,4067.91,-4.83,-0.117
5/5/2022,4146.87,4270.43,4270.43,4106.01,-123.56,-2.893
5/4/2022,4300.17,4181.18,4307.66,4148.91,118.99,2.846
5/3/2022,4175.48,4159.78,4200.1,4147.08,15.7,0.377
5/2/2022,4155.38,4130.61,4169.81,4062.51,24.77,0.6
04/29/2022,4131.93,4253.75,4269.68,4124.28,-121.82,-2.864
04/28/2022,4287.5,4222.58,4308.45,4188.63,64.92,1.537
04/27/2022,4183.96,4186.52,4240.71,4162.9,-2.56,-0.061
04/26/2022,4175.2,4278.14,4278.14,4175.04,-102.94,-2.406
04/25/2022,4296.12,4255.34,4299.02,4200.82,40.78,0.958
04/22/2022,4271.78,4385.83,4385.83,4267.62,-114.05,-2.6
04/21/2022,4393.66,4489.17,4512.94,4384.47,-95.51,-2.128
04/20/2022,4459.45,4472.26,4488.29,4448.76,-12.81,-0.286
04/19/2022,4462.21,4390.63,4471.03,4390.63,71.58,1.63
04/18/2022,4391.69,4385.63,4410.31,4370.3,6.06,0.138
04/14/2022,4392.59,4449.12,4460.46,4390.77,-56.53,-1.271
04/13/2022,4446.59,4394.3,4453.92,4392.7,52.29,1.19
4/12/2022,4397.45,4437.59,4471,4381.34,-40.14,-0.905
4/11/2022,4412.53,4462.64,4464.35,4408.38,-50.11,-1.123
4/8/2022,4488.28,4494.15,4520.41,4474.6,-5.87,-0.131
4/7/2022,4500.21,4474.65,4521.16,4450.3,25.56,0.571
4/6/2022,4481.15,4494.17,4503.94,4450.04,-13.02,-0.29
4/5/2022,4525.12,4572.45,4593.45,4514.17,-47.33,-1.035
4/4/2022,4582.64,4547.97,4583.5,4539.21,34.67,0.762
4/1/2022,4545.86,4540.32,4548.7,4507.57,5.54,0.122
03/31/2022,4530.41,4599.02,4603.07,4530.41,-68.61,-1.492
03/30/2022,4602.45,4624.2,4627.77,4581.32,-21.75,-0.47
03/29/2022,4631.6,4602.86,4637.3,4589.66,28.74,0.624
03/28/2022,4575.52,4541.09,4575.65,4517.69,34.43,0.758
03/25/2022,4543.06,4522.91,4546.03,4501.07,20.15,0.446
03/24/2022,4520.16,4469.98,4520.58,4465.17,50.18,1.123
03/23/2022,4456.24,4493.1,4501.07,4455.81,-36.86,-0.82
03/22/2022,4511.61,4469.1,4522,4469.1,42.51,0.951
03/21/2022,4461.18,4462.4,4481.75,4424.3,-1.22,-0.027
03/18/2022,4463.12,4407.34,4465.4,4390.57,55.78,1.266
03/17/2022,4411.67,4345.11,4412.67,4335.65,66.56,1.532
03/16/2022,4357.86,4288.14,4358.9,4251.99,69.72,1.626
03/15/2022,4262.45,4188.82,4271.05,4187.9,73.63,1.758
03/14/2022,4173.11,4202.75,4247.57,4161.72,-29.64,-0.705
3/11/2022,4204.31,4279.5,4291.01,4200.49,-75.19,-1.757
3/10/2022,4259.52,4252.55,4268.28,4209.8,6.97,0.164
3/9/2022,4277.88,4223.1,4299.4,4223.1,54.78,1.297
3/8/2022,4170.7,4202.66,4276.94,4157.87,-31.96,-0.76
3/7/2022,4201.09,4327.01,4327.01,4199.85,-125.92,-2.91
3/4/2022,4328.87,4342.12,4342.12,4284.98,-13.25,-0.305
3/3/2022,4363.49,4401.31,4416.78,4345.56,-37.82,-0.859
3/2/2022,4386.54,4322.56,4401.48,4322.56,63.98,1.48
3/1/2022,4306.26,4363.14,4378.45,4279.54,-56.88,-1.304
02/28/2022,4373.94,4354.17,4388.84,4315.12,19.77,0.454
02/25/2022,4384.65,4298.38,4385.34,4286.83,86.27,2.007
02/24/2022,4288.7,4155.77,4294.73,4114.65,132.93,3.199
02/23/2022,4225.5,4324.93,4341.51,4221.51,-99.43,-2.299
02/22/2022,4304.76,4332.74,4362.12,4267.11,-27.98,-0.646
02/18/2022,4348.87,4384.57,4394.6,4327.22,-35.7,-0.814
02/17/2022,4380.26,4456.06,4456.06,4373.81,-75.8,-1.701
02/16/2022,4475.01,4455.75,4489.55,4429.68,19.26,0.432
02/15/2022,4471.07,4429.28,4472.77,4429.28,41.79,0.943
02/14/2022,4401.67,4412.61,4426.22,4364.84,-10.94,-0.248
2/11/2022,4418.64,4506.27,4526.33,4401.41,-87.63,-1.945
2/10/2022,4504.08,4553.24,4588.92,4484.31,-49.16,-1.08
2/9/2022,4587.18,4547,4590.03,4547,40.18,0.884
2/8/2022,4521.54,4480.02,4531.32,4465.4,41.52,0.927
2/7/2022,4483.87,4505.75,4521.86,4471.47,-21.88,-0.486
2/4/2022,4500.53,4482.79,4539.66,4451.5,17.74,0.396
2/3/2022,4477.44,4535.41,4542.88,4470.39,-57.97,-1.278
2/2/2022,4589.38,4566.39,4595.31,4544.32,22.99,0.503
2/1/2022,4546.54,4519.57,4550.49,4483.53,26.97,0.597
01/31/2022,4515.55,4431.79,4516.89,4414.02,83.76,1.89
01/28/2022,4431.85,4336.19,4432.72,4292.46,95.66,2.206
01/27/2022,4326.51,4380.58,4428.74,4309.5,-54.07,-1.234
01/26/2022,4349.93,4408.43,4453.23,4304.8,-58.5,-1.327
01/25/2022,4356.45,4366.64,4411.01,4287.11,-10.19,-0.233
01/24/2022,4410.13,4356.32,4417.35,4222.62,53.81,1.235
01/21/2022,4397.94,4471.38,4494.52,4395.34,-73.44,-1.642
01/20/2022,4482.73,4547.35,4602.11,4477.95,-64.62,-1.421
01/19/2022,4532.76,4588.03,4611.55,4530.2,-55.27,-1.205
01/18/2022,4577.11,4632.24,4632.24,4568.7,-55.13,-1.19
01/14/2022,4662.85,4637.99,4665.13,4614.75,24.86,0.536
01/13/2022,4659.03,4733.56,4744.13,4650.29,-74.53,-1.575
1/12/2022,4726.35,4728.59,4748.83,4706.71,-2.24,-0.047
1/11/2022,4713.07,4669.14,4714.13,4638.27,43.93,0.941
1/10/2022,4670.29,4655.34,4673.02,4582.24,14.95,0.321
1/7/2022,4677.03,4697.66,4707.95,4662.74,-20.63,-0.439
1/6/2022,4696.05,4693.39,4725.01,4671.26,2.66,0.057
1/5/2022,4700.58,4787.99,4797.7,4699.44,-87.41,-1.826
1/4/2022,4793.54,4804.51,4818.62,4774.27,-10.97,-0.228
1/3/2022,4796.56,4778.14,4796.64,4758.17,18.42,0.386
12/31/2021,4766.18,4775.21,4786.83,4765.75,-9.03,-0.189
12/30/2021,4778.73,4794.23,4808.93,4775.33,-15.5,-0.323
12/29/2021,4793.06,4788.64,4804.06,4778.08,4.42,0.092
12/28/2021,4786.35,4795.49,4807.02,4780.04,-9.14,-0.191
12/27/2021,4791.19,4733.99,4791.49,4733.99,57.2,1.208
12/23/2021,4725.79,4703.96,4740.74,4703.96,21.83,0.464
12/22/2021,4696.56,4650.36,4697.67,4645.53,46.2,0.993
12/21/2021,4649.23,4594.96,4651.14,4583.16,54.27,1.181
12/20/2021,4568.02,4587.9,4587.9,4531.1,-19.88,-0.433
12/17/2021,4620.64,4652.5,4666.7,4600.22,-31.86,-0.685
12/16/2021,4668.67,4719.13,4731.99,4651.89,-50.46,-1.069
12/15/2021,4709.85,4636.46,4712.6,4611.22,73.39,1.583
12/14/2021,4634.09,4642.99,4660.47,4606.52,-8.9,-0.192
12/13/2021,4668.97,4710.3,4710.3,4667.6,-41.33,-0.877
12/10/2021,4712.02,4687.64,4713.57,4670.24,24.38,0.52
12/9/2021,4667.45,4691,4695.26,4665.98,-23.55,-0.502
12/8/2021,4701.21,4690.86,4705.06,4674.52,10.35,0.221
12/7/2021,4686.75,4631.97,4694.04,4631.97,54.78,1.183
12/6/2021,4591.67,4548.37,4612.6,4540.51,43.3,0.952
12/3/2021,4538.43,4589.49,4608.03,4495.12,-51.06,-1.113
12/2/2021,4577.1,4504.73,4595.46,4504.73,72.37,1.607
12/1/2021,4513.04,4602.82,4652.94,4510.27,-89.78,-1.951
11/30/2021,4567,4640.25,4646.02,4560,-73.25,-1.579
11/29/2021,4655.27,4628.75,4672.95,4625.26,26.52,0.573
11/26/2021,4594.62,4664.63,4664.63,4585.43,-70.01,-1.501
11/24/2021,4701.46,4675.78,4702.87,4659.89,25.68,0.549
11/23/2021,4690.7,4678.48,4699.39,4652.66,12.22,0.261
11/22/2021,4682.94,4712,4743.83,4682.17,-29.06,-0.617
11/19/2021,4697.96,4708.44,4717.75,4694.22,-10.48,-0.223
11/18/2021,4704.54,4700.72,4708.8,4672.78,3.82,0.081
11/17/2021,4688.67,4701.5,4701.5,4684.41,-12.83,-0.273
11/16/2021,4700.9,4679.42,4714.95,4679.42,21.48,0.459
11/15/2021,4682.8,4689.3,4697.42,4672.86,-6.5,-0.139
11/12/2021,4682.85,4655.24,4688.47,4650.77,27.61,0.593
11/11/2021,4649.27,4659.39,4664.55,4648.31,-10.12,-0.217
11/10/2021,4646.71,4670.26,4684.85,4630.86,-23.55,-0.504
11/9/2021,4685.25,4707.25,4708.53,4670.87,-22,-0.467
11/8/2021,4701.7,4701.48,4714.92,4694.39,0.22,0.005
11/5/2021,4697.53,4699.26,4718.5,4681.32,-1.73,-0.037
11/4/2021,4680.06,4662.93,4683,4662.59,17.13,0.367
11/3/2021,4660.57,4630.65,4663.46,4621.19,29.92,0.646
11/2/2021,4630.65,4613.34,4635.15,4613.34,17.31,0.375
11/1/2021,4613.67,4610.62,4620.34,4595.06,3.05,0.066
10/29/2021,4605.38,4572.87,4608.08,4567.59,32.51,0.711
10/28/2021,4596.42,4562.84,4597.55,4562.84,33.58,0.736
10/27/2021,4551.68,4580.22,4584.57,4551.66,-28.54,-0.623
10/26/2021,4574.79,4578.69,4598.53,4569.17,-3.9,-0.085
10/25/2021,4566.48,4553.69,4572.62,4537.36,12.79,0.281
10/22/2021,4544.9,4546.12,4559.67,4524,-1.22,-0.027
10/21/2021,4549.78,4532.24,4551.44,4526.89,17.54,0.387
10/20/2021,4536.19,4524.42,4540.87,4524.4,11.77,0.26
10/19/2021,4519.63,4497.34,4520.4,4496.41,22.29,0.496
10/18/2021,4486.46,4463.72,4488.75,4447.47,22.74,0.509
10/15/2021,4471.37,4447.69,4475.82,4447.69,23.68,0.532
10/14/2021,4438.26,4386.75,4439.73,4386.75,51.51,1.174
10/13/2021,4363.8,4358.01,4372.87,4329.92,5.79,0.133
10/12/2021,4350.65,4368.31,4374.89,4342.09,-17.66,-0.404
10/11/2021,4361.19,4385.44,4415.88,4360.59,-24.25,-0.553
10/8/2021,4391.34,4406.51,4412.02,4386.22,-15.17,-0.344
10/7/2021,4399.76,4383.73,4429.97,4383.73,16.03,0.366
10/6/2021,4363.55,4319.57,4365.57,4290.49,43.98,1.018
10/5/2021,4345.72,4309.87,4369.23,4309.87,35.85,0.832
10/4/2021,4300.46,4348.84,4355.51,4278.94,-48.38,-1.112
10/1/2021,4357.04,4317.16,4375.19,4288.52,39.88,0.924
09/30/2021,4307.54,4370.67,4382.55,4306.24,-63.13,-1.444
09/29/2021,4359.46,4362.41,4385.57,4355.08,-2.95,-0.068
09/28/2021,4352.63,4419.54,4419.54,4346.33,-66.91,-1.514
09/27/2021,4443.11,4442.12,4457.3,4436.19,0.99,0.022
09/24/2021,4455.48,4438.04,4463.12,4430.27,17.44,0.393
09/23/2021,4448.98,4406.75,4465.4,4406.75,42.23,0.958
09/22/2021,4395.64,4367.43,4416.75,4367.43,28.21,0.646
09/21/2021,4354.19,4374.45,4394.87,4347.96,-20.26,-0.463
09/20/2021,4357.73,4402.95,4402.95,4305.91,-45.22,-1.027
09/17/2021,4432.99,4469.74,4471.52,4427.76,-36.75,-0.822
09/16/2021,4473.75,4477.09,4485.87,4443.8,-3.34,-0.075
09/15/2021,4480.7,4447.49,4486.87,4438.37,33.21,0.747
09/14/2021,4443.05,4479.33,4485.68,4435.46,-36.28,-0.81
09/13/2021,4468.73,4474.81,4492.99,4445.7,-6.08,-0.136
9/10/2021,4458.58,4506.92,4520.47,4457.66,-48.34,-1.073
9/9/2021,4493.28,4513.02,4529.9,4492.07,-19.74,-0.437
9/8/2021,4514.07,4518.09,4521.79,4493.95,-4.02,-0.089
9/7/2021,4520.03,4535.38,4535.38,4513,-15.35,-0.338
9/3/2021,4535.43,4532.42,4541.45,4521.3,3.01,0.066
9/2/2021,4536.95,4534.48,4545.85,4524.66,2.47,0.054
9/1/2021,4524.09,4528.8,4537.11,4522.02,-4.71,-0.104
08/31/2021,4522.68,4529.75,4531.39,4515.8,-7.07,-0.156
08/30/2021,4528.79,4513.76,4537.36,4513.76,15.03,0.333
08/27/2021,4509.37,4474.1,4513.33,4474.1,35.27,0.788
08/26/2021,4470,4493.75,4495.9,4468.99,-23.75,-0.529
08/25/2021,4496.19,4490.45,4501.71,4485.66,5.74,0.128
08/24/2021,4486.23,4484.4,4492.81,4482.28,1.83,0.041
08/23/2021,4479.53,4450.29,4489.88,4450.29,29.24,0.657
08/20/2021,4441.67,4410.56,4444.35,4406.8,31.11,0.705
08/19/2021,4405.8,4382.44,4418.61,4367.73,23.36,0.533
08/18/2021,4400.27,4440.94,4454.32,4397.59,-40.67,-0.916
08/17/2021,4448.08,4462.12,4462.12,4417.83,-14.04,-0.315
08/16/2021,4479.71,4461.65,4480.26,4437.66,18.06,0.405
08/13/2021,4468,4464.84,4468.37,4460.82,3.16,0.071
8/12/2021,4460.83,4446.08,4461.77,4435.96,14.75,0.332
8/11/2021,4447.7,4442.18,4449.44,4436.42,5.52,0.124
8/10/2021,4436.75,4435.79,4445.21,4430.03,0.96,0.022
8/9/2021,4432.35,4437.77,4439.39,4424.74,-5.42,-0.122
8/6/2021,4436.52,4429.07,4440.82,4429.07,7.45,0.168
8/5/2021,4429.1,4408.86,4429.76,4408.86,20.24,0.459
8/4/2021,4402.66,4415.95,4416.17,4400.23,-13.29,-0.301
8/3/2021,4423.15,4392.74,4423.79,4373,30.41,0.692
8/2/2021,4387.16,4406.86,4422.18,4384.81,-19.7,-0.447
07/30/2021,4395.26,4395.12,4412.25,4389.65,0.14,0.003
07/29/2021,4419.15,4403.59,4429.97,4403.59,15.56,0.353
07/28/2021,4400.64,4402.95,4415.47,4387.01,-2.31,-0.052
07/27/2021,4401.46,4416.38,4416.38,4372.51,-14.92,-0.338
07/26/2021,4422.3,4409.58,4422.73,4405.45,12.72,0.288
07/23/2021,4411.79,4381.2,4415.18,4381.2,30.59,0.698
07/22/2021,4367.48,4361.27,4369.87,4350.06,6.21,0.142
07/21/2021,4358.69,4331.13,4359.7,4331.13,27.56,0.636
07/20/2021,4323.06,4265.11,4336.84,4262.05,57.95,1.359
07/19/2021,4258.49,4296.4,4296.4,4233.13,-37.91,-0.882
07/16/2021,4327.16,4367.43,4375.09,4322.53,-40.27,-0.922
07/15/2021,4360.03,4369.02,4369.02,4340.7,-8.99,-0.206
07/14/2021,4374.3,4380.11,4393.68,4362.36,-5.81,-0.133
07/13/2021,4369.21,4381.07,4392.37,4366.92,-11.86,-0.271
7/12/2021,4384.63,4372.41,4386.68,4364.03,12.22,0.279
7/9/2021,4369.55,4329.38,4371.6,4329.38,40.17,0.928
7/8/2021,4320.82,4321.07,4330.88,4289.37,-0.25,-0.006
7/7/2021,4358.13,4351.01,4361.88,4329.79,7.12,0.164
7/6/2021,4343.54,4356.46,4356.46,4314.37,-12.92,-0.297
7/2/2021,4352.34,4326.6,4355.43,4326.6,25.74,0.595
7/1/2021,4319.94,4300.73,4320.66,4300.73,19.21,0.447
06/30/2021,4297.5,4290.65,4302.43,4287.96,6.85,0.16
06/29/2021,4291.8,4293.21,4300.52,4287.04,-1.41,-0.033
06/28/2021,4290.61,4284.9,4292.14,4274.67,5.71,0.133
06/25/2021,4280.7,4274.45,4286.12,4271.16,6.25,0.146
06/24/2021,4266.49,4256.97,4271.28,4256.97,9.52,0.224
06/23/2021,4241.84,4249.27,4256.6,4241.43,-7.43,-0.175
06/22/2021,4246.44,4224.61,4255.84,4217.27,21.83,0.517
06/21/2021,4224.79,4173.4,4226.24,4173.4,51.39,1.231
06/18/2021,4166.45,4204.78,4204.78,4164.4,-38.33,-0.912
06/17/2021,4221.86,4220.37,4232.29,4196.05,1.49,0.035
06/16/2021,4223.7,4248.87,4251.89,4202.45,-25.17,-0.592
06/15/2021,4246.59,4255.28,4257.16,4238.35,-8.69,-0.204
06/14/2021,4255.15,4248.31,4255.59,4234.07,6.84,0.161
6/11/2021,4247.44,4242.9,4248.38,4232.25,4.54,0.107
6/10/2021,4239.18,4228.56,4249.74,4220.34,10.62,0.251
6/9/2021,4219.55,4232.99,4237.09,4218.74,-13.44,-0.318
6/8/2021,4227.26,4233.81,4236.74,4208.41,-6.55,-0.155
6/7/2021,4226.52,4229.34,4232.34,4215.66,-2.82,-0.067
6/4/2021,4229.89,4206.05,4233.45,4206.05,23.84,0.567
6/3/2021,4192.85,4191.43,4204.39,4167.93,1.42,0.034
6/2/2021,4208.12,4206.82,4217.37,4198.27,1.3,0.031
6/1/2021,4202.04,4216.52,4234.12,4197.59,-14.48,-0.343
05/28/2021,4204.11,4210.77,4218.36,4203.57,-6.66,-0.158
05/27/2021,4200.88,4201.94,4213.38,4197.78,-1.06,-0.025
05/26/2021,4195.99,4191.59,4202.61,4184.11,4.4,0.105
05/25/2021,4188.13,4205.94,4213.42,4182.52,-17.81,-0.423
05/24/2021,4197.05,4170.16,4209.52,4170.16,26.89,0.645
05/21/2021,4155.86,4168.61,4188.72,4151.72,-12.75,-0.306
05/20/2021,4159.12,4121.97,4172.8,4121.97,37.15,0.901
05/19/2021,4115.68,4098.45,4116.93,4061.41,17.23,0.42
05/18/2021,4127.83,4165.94,4169.15,4125.99,-38.11,-0.915
05/17/2021,4163.29,4169.92,4171.92,4142.69,-6.63,-0.159
05/14/2021,4173.85,4129.58,4183.13,4129.58,44.27,1.072
05/13/2021,4112.5,4074.99,4131.58,4074.99,37.51,0.92
5/12/2021,4063.04,4130.55,4134.73,4056.88,-67.51,-1.634
5/11/2021,4152.1,4150.34,4162.04,4111.53,1.76,0.042
5/10/2021,4188.43,4228.29,4236.39,4188.13,-39.86,-0.943
5/7/2021,4232.6,4210.34,4238.04,4201.64,22.26,0.529
5/6/2021,4201.62,4169.14,4202.7,4147.33,32.48,0.779
5/5/2021,4167.59,4177.06,4187.72,4160.94,-9.47,-0.227
5/4/2021,4164.66,4179.04,4179.04,4128.59,-14.38,-0.344
5/3/2021,4192.66,4191.98,4209.39,4188.03,0.68,0.016
04/30/2021,4181.17,4198.1,4198.1,4174.85,-16.93,-0.403
04/29/2021,4211.47,4206.14,4218.78,4176.81,5.33,0.127
04/28/2021,4183.18,4185.14,4201.53,4181.78,-1.96,-0.047
04/27/2021,4186.72,4188.25,4193.35,4176.22,-1.53,-0.037
04/26/2021,4187.62,4185.03,4194.19,4182.36,2.59,0.062
04/23/2021,4180.17,4138.78,4194.17,4138.78,41.39,1
04/22/2021,4134.98,4170.46,4179.57,4123.69,-35.48,-0.851
04/21/2021,4173.42,4128.42,4175.02,4126.35,45,1.09
04/20/2021,4134.94,4159.18,4159.18,4118.38,-24.24,-0.583
04/19/2021,4163.26,4179.8,4180.81,4150.47,-16.54,-0.396
04/16/2021,4185.47,4174.14,4191.31,4170.75,11.33,0.271
04/15/2021,4170.42,4139.76,4173.49,4139.76,30.66,0.741
04/14/2021,4124.66,4143.25,4151.69,4120.87,-18.59,-0.449
04/13/2021,4141.59,4130.1,4148,4124.43,11.49,0.278
4/12/2021,4127.99,4124.71,4131.76,4114.82,3.28,0.08
4/9/2021,4128.8,4096.11,4129.48,4095.51,32.69,0.798
4/8/2021,4097.17,4089.95,4098.19,4082.54,7.22,0.177
4/7/2021,4079.95,4074.29,4083.13,4068.31,5.66,0.139
4/6/2021,4073.94,4075.57,4086.23,4068.14,-1.63,-0.04
4/5/2021,4077.91,4034.44,4083.42,4034.44,43.47,1.077
4/1/2021,4019.87,3992.78,4020.63,3992.78,27.09,0.678
03/31/2021,3972.89,3967.25,3994.41,3966.98,5.64,0.142
03/30/2021,3958.55,3963.34,3968.01,3944.35,-4.79,-0.121
03/29/2021,3971.09,3969.31,3981.83,3943.25,1.78,0.045
03/26/2021,3974.54,3917.12,3978.19,3917.12,57.42,1.466
03/25/2021,3909.52,3879.34,3919.54,3853.5,30.18,0.778
03/24/2021,3889.14,3919.93,3942.08,3889.07,-30.79,-0.785
03/23/2021,3910.52,3937.6,3949.13,3901.57,-27.08,-0.688
03/22/2021,3940.59,3916.48,3955.31,3914.16,24.11,0.616
03/19/2021,3913.1,3913.14,3930.12,3886.75,-0.04,-0.001
03/18/2021,3915.46,3953.5,3969.62,3910.86,-38.04,-0.962
03/17/2021,3974.12,3949.57,3983.87,3935.74,24.55,0.622
03/16/2021,3962.71,3973.59,3981.04,3953.44,-10.88,-0.274
03/15/2021,3968.94,3942.96,3970.08,3923.54,25.98,0.659
3/12/2021,3943.34,3924.52,3944.99,3915.21,18.82,0.48
3/11/2021,3939.34,3915.54,3960.27,3915.54,23.8,0.608
3/10/2021,3898.81,3891.99,3917.35,3885.73,6.82,0.175
3/9/2021,3875.44,3851.93,3903.76,3851.93,23.51,0.61
3/8/2021,3821.35,3844.39,3881.06,3819.25,-23.04,-0.599
3/5/2021,3841.94,3793.58,3851.69,3730.19,48.36,1.275
3/4/2021,3768.47,3818.53,3843.67,3723.34,-50.06,-1.311
3/3/2021,3819.72,3863.99,3874.47,3818.86,-44.27,-1.146
3/2/2021,3870.29,3903.64,3906.41,3868.57,-33.35,-0.854
3/1/2021,3901.82,3842.51,3914.5,3842.51,59.31,1.544
02/26/2021,3811.15,3839.66,3861.08,3789.54,-28.51,-0.743
02/25/2021,3829.34,3915.8,3925.02,3814.04,-86.46,-2.208
02/24/2021,3925.43,3873.71,3928.65,3859.6,51.72,1.335
02/23/2021,3881.37,3857.07,3895.98,3805.59,24.3,0.63
02/22/2021,3876.5,3885.55,3902.92,3874.71,-9.05,-0.233
02/19/2021,3906.71,3921.16,3930.41,3903.07,-14.45,-0.369
02/18/2021,3913.97,3915.86,3921.98,3885.03,-1.89,-0.048
02/17/2021,3931.33,3918.5,3933.61,3900.43,12.83,0.327
02/16/2021,3932.59,3939.61,3950.43,3923.85,-7.02,-0.178
2/12/2021,3934.83,3911.65,3937.23,3905.78,23.18,0.593
2/11/2021,3916.38,3916.4,3925.99,3890.39,-0.02,-0.001
2/10/2021,3909.88,3920.78,3931.5,3884.94,-10.9,-0.278
2/9/2021,3911.23,3910.49,3918.35,3902.64,0.74,0.019
2/8/2021,3915.59,3892.59,3915.77,3892.59,23,0.591
2/5/2021,3886.83,3878.3,3894.56,3874.93,8.53,0.22
2/4/2021,3871.74,3836.66,3872.42,3836.66,35.08,0.914
2/3/2021,3830.17,3840.27,3847.51,3816.68,-10.1,-0.263
2/2/2021,3826.31,3791.84,3843.09,3791.84,34.47,0.909
2/1/2021,3773.86,3731.17,3784.32,3725.62,42.69,1.144
01/29/2021,3714.24,3778.05,3778.05,3694.12,-63.81,-1.689
01/28/2021,3787.38,3755.75,3830.5,3755.75,31.63,0.842
01/27/2021,3750.77,3836.83,3836.83,3732.48,-86.06,-2.243
01/26/2021,3849.62,3862.96,3870.9,3847.78,-13.34,-0.345
01/25/2021,3855.36,3851.68,3859.23,3797.16,3.68,0.096
01/22/2021,3841.47,3844.24,3852.31,3830.41,-2.77,-0.072
01/21/2021,3853.07,3857.46,3861.45,3845.05,-4.39,-0.114
01/20/2021,3851.85,3816.22,3859.75,3816.22,35.63,0.934
01/19/2021,3798.91,3781.88,3804.53,3780.37,17.03,0.45
01/15/2021,3768.25,3788.73,3788.73,3749.62,-20.48,-0.541
01/14/2021,3795.54,3814.98,3823.6,3792.86,-19.44,-0.51
01/13/2021,3809.84,3802.23,3820.96,3791.5,7.61,0.2
1/12/2021,3801.19,3801.62,3810.78,3776.51,-0.43,-0.011
1/11/2021,3799.61,3803.14,3817.86,3789.02,-3.53,-0.093
1/8/2021,3824.68,3815.05,3826.69,3783.6,9.63,0.252
1/7/2021,3803.79,3764.71,3811.55,3764.71,39.08,1.038
1/6/2021,3748.14,3712.2,3783.04,3705.34,35.94,0.968
1/5/2021,3726.86,3698.02,3737.83,3695.07,28.84,0.78
1/4/2021,3700.65,3764.61,3769.99,3662.71,-63.96,-1.699
12/31/2020,3756.07,3733.27,3760.2,3726.88,22.8,0.611
12/30/2020,3732.04,3736.19,3744.63,3730.21,-4.15,-0.111
12/29/2020,3727.04,3750.01,3756.12,3723.31,-22.97,-0.613
12/28/2020,3735.36,3723.03,3740.51,3723.03,12.33,0.331
12/24/2020,3703.06,3694.03,3703.82,3689.32,9.03,0.244
12/23/2020,3690.01,3693.42,3711.24,3689.28,-3.41,-0.092
12/22/2020,3687.26,3698.08,3698.26,3676.16,-10.82,-0.293
12/21/2020,3694.92,3684.28,3702.9,3636.48,10.64,0.289
12/18/2020,3709.41,3722.39,3726.7,3685.84,-12.98,-0.349
12/17/2020,3722.48,3713.65,3725.12,3710.87,8.83,0.238
12/16/2020,3701.17,3696.25,3711.27,3688.57,4.92,0.133
